0, Herz, Bube
72208, Herz, 6
72209, Pik, König
72210, Pik, As
72211, Kreuz, 4
72212, Pik, Dame
72213, Karo, 9
72214, Pik, Dame
72215, Karo, 9
72216, Pik, 10
72217, Herz, 2
72218, Herz, 6
72219, Karo, As
72220, Pik, König
72221, Karo, 6
72222, Pik, 2
72223, Karo, 6
72224, Kreuz, 9
72225, Pik, 2
72226, Herz, As
72227, Herz, Bube
72228, Karo, 6
72229, Kreuz, 10
72230, Herz, As
72231, Karo, 2
72232, Karo, 10
72233, Pik, 2
72234, Herz, König
72235, Kreuz, 3
72236, Pik, Bube
72237, Pik, 3
72238, Kreuz, 3
72239, Kreuz, 9
72240, Kreuz, 8
72241, Herz, 9
72242, Herz, Bube
72243, Herz, 4
72244, Kreuz, As
72245, Herz, Bube
72246, Karo, 4
72247, Pik, 3
72248, Kreuz, Dame
72249, Pik, 2
72250, Karo, 4
72251, Pik, König
72252, Pik, 5
72253, Pik, 5
72254, Herz, 10
72255, Kreuz, 7
72256, Herz, 2
72257, Kreuz, 8
72258, Karo, 10
72259, Herz, 8
72260, Kreuz, 2
72261, Kreuz, 6
72262, Pik, As
72263, Herz, 7
72264, Karo, 9
72265, Kreuz, 9
72266, Kreuz, Dame
72267, Karo, 8
72268, Karo, Dame
72269, Herz, As
72270, Karo, 8
72271, Herz, 6
72272, Kreuz, 9
72273, Herz, As
72274, Karo, König
72275, Kreuz, Bube
72276, Pik, 10
72277, Herz, 2
72278, Karo, 3
72279, Kreuz, 10
72280, Herz, 2
72281, Herz, 6
72282, Herz, König
72283, Pik, 5
72284, Pik, 7
72285, Kreuz, 2
72286, Herz, 7
72287, Herz, 2
72288, Karo, 8
72289, Kreuz, König
72290, Pik, König
72291, Herz, 2
72292, Herz, 8
72293, Pik, König
72294, Herz, 6
72295, Karo, Dame
72296, Pik, 2
72297, Pik, 6
72298, Kreuz, Dame
72299, Pik, 8
72300, Karo, 9
72301, Karo, 8
72302, Pik, 9
72303, Karo, 3
72304, Herz, 7
72305, Karo, König
72306, Herz, 7
72307, Pik, As
72308, Pik, 6
72309, Herz, 3
72310, Pik, 3
72311, Pik, 7
72312, Kreuz, 5
72313, Pik, 4
72314, Karo, 8
72315, Karo, 2
72316, Herz, 3
72317, Pik, 5
72318, Kreuz, 4
72319, Herz, König
72320, Herz, 4
72321, Karo, 5
72322, Karo, 10
72323, Kreuz, Dame
72324, Pik, 8
72325, Pik, 5
72326, Kreuz, 6
72327, Herz, 6
72328, Herz, 10
72329, Kreuz, 3
72330, Herz, Bube
72331, Pik, Bube
72332, Karo, 8
72333, Kreuz, 10
72334, Herz, As
72335, Kreuz, Dame
72336, Pik, Bube
72337, Herz, 6
72338, Karo, Dame
72339, Herz, 9
72340, Herz, Bube
72341, Karo, König
72342, Herz, 3
72343, Pik, Bube
72344, Kreuz, 2
72345, Pik, König
72346, Kreuz, 9
72347, Herz, 7
72348, Pik, 7
72349, Pik, As
72350, Kreuz, 8
72351, Pik, 8
72352, Pik, 10
72353, Herz, 4
72354, Kreuz, 9
72355, Karo, 2
72356, Kreuz, 6
72357, Kreuz, Bube
72358, Kreuz, Dame
72359, Pik, As
72360, Pik, 5
72361, Karo, Dame
72362, Kreuz, 6
72363, Kreuz, 5
72364, Karo, 4
72365, Karo, Bube
72366, Kreuz, 9
72367, Karo, 8
72368, Kreuz, 4
72369, Herz, 8
72370, Herz, 6
72371, Pik, 10
72372, Kreuz, 10
72373, Karo, 6
72374, Herz, As
72375, Pik, 7
72376, Pik, König
72377, Pik, 8
72378, Pik, 10
72379, Herz, Bube
72380, Kreuz, 2
72381, Karo, Dame
72382, Herz, 5
72383, Pik, 6
72384, Herz, As
72385, Pik, 8
72386, Pik, 2
72387, Kreuz, 10
72388, Herz, 5
72389, Kreuz, 5
72390, Herz, 5
72391, Pik, König
72392, Pik, 2
72393, Pik, 10
72394, Pik, 7
72395, Kreuz, 9
72396, Pik, 5
72397, Herz, 7
72398, Kreuz, 5
72399, Kreuz, 6
72400, Karo, Dame
72401, Herz, 9
72402, Pik, 3
72403, Karo, 4
72404, Kreuz, 6
72405, Herz, As
72406, Karo, 2
72407, Pik, 6
72408, Karo, 2
72409, Kreuz, Bube
72410, Pik, As
72411, Karo, Bube
72412, Karo, 8
72413, Pik, 5
72414, Karo, Dame
72415, Herz, As
72416, Karo, 3
72417, Karo, Bube
72418, Karo, 9
72419, Herz, As
72420, Herz, 7
72421, Herz, 7
72422, Pik, 5
72423, Kreuz, 9
72424, Kreuz, As
72425, Herz, 8
72426, Pik, 7
72427, Herz, 2
72428, Pik, 10
72429, Kreuz, 3
72430, Karo, 9
72431, Herz, 2
72432, Herz, 10
72433, Herz, 9
72434, Herz, 8
72435, Kreuz, Dame
72436, Kreuz, König
72437, Herz, 10
72438, Pik, König
72439, Karo, 5
72440, Herz, 2
72441, Pik, 5
72442, Karo, 2
72443, Karo, 7
72444, Pik, As
72445, Karo, Dame
72446, Pik, 10
72447, Kreuz, König
72448, Karo, As
72449, Herz, 5
72450, Pik, Bube
72451, Herz, As
72452, Karo, 6
72453, Herz, Dame
72454, Pik, 4
72455, Karo, 9
72456, Kreuz, 5
72457, Pik, As
72458, Karo, 5
72459, Karo, Bube
72460, Kreuz, As
72461, Karo, 2
72462, Kreuz, 7
72463, Karo, Dame
72464, Kreuz, 9
72465, Karo, As
72466, Karo, Dame
72467, Herz, 5
72468, Kreuz, Dame
72469, Karo, 5
72470, Karo, König
72471, Herz, 6
72472, Pik, Bube
72473, Pik, Bube
72474, Pik, 9
72475, Karo, 2
72476, Herz, As
72477, Pik, As
72478, Pik, 4
72479, Karo, 8
72480, Kreuz, 6
72481, Pik, 8
72482, Pik, 5
72483, Pik, 8
72484, Kreuz, 10
72485, Kreuz, König
72486, Kreuz, Bube
72487, Kreuz, 6
72488, Karo, 9
72489, Karo, 7
72490, Pik, 3
72491, Pik, Bube
72492, Herz, 3
72493, Kreuz, 5
72494, Kreuz, 10
72495, Pik, 10
72496, Kreuz, König
72497, Karo, 3
72498, Herz, As
72499, Kreuz, 8
72500, Kreuz, König
72501, Pik, 3
72502, Herz, 2
72503, Pik, As
72504, Karo, 5
72505, Kreuz, 3
72506, Kreuz, Bube
72507, Pik, 2
72508, Karo, As
72509, Herz, 10
72510, Herz, Bube
72511, Pik, 5
72512, Pik, 8
72513, Karo, Bube
72514, Kreuz, 10
72515, Herz, 9
72516, Kreuz, Bube
72517, Pik, 8
72518, Herz, As
72519, Karo, König
72520, Pik, 2
72521, Herz, 8
72522, Pik, 9
72523, Pik, 6
72524, Kreuz, 2
72525, Pik, 4
72526, Kreuz, Dame
72527, Pik, 3
72528, Herz, Dame
72529, Kreuz, 3
72530, Herz, 5
72531, Herz, 10
72532, Pik, Bube
72533, Karo, 3
72534, Pik, 8
72535, Karo, 5
72536, Kreuz, 7
72537, Pik, 7
72538, Kreuz, 4
72539, Kreuz, 6
72540, Kreuz, As
72541, Pik, 3
72542, Karo, 5
72543, Herz, 10
72544, Pik, Bube
72545, Kreuz, Dame
72546, Kreuz, Dame
72547, Kreuz, 2
72548, Karo, 7
72549, Herz, 10
72550, Kreuz, 6
72551, Karo, 2
72552, Kreuz, 5
72553, Kreuz, 9
72554, Herz, König
72555, Kreuz, 4
72556, Pik, 9
72557, Herz, 3
72558, Pik, 10
72559, Kreuz, 6
72560, Karo, 7
72561, Kreuz, 8
72562, Pik, Dame
72563, Kreuz, 8
72564, Kreuz, 4
72565, Karo, Bube
72566, Kreuz, 3
72567, Herz, Bube
72568, Kreuz, Dame
72569, Karo, 9
72570, Kreuz, 7
72571, Pik, Bube
72572, Herz, 8
72573, Herz, 5
72574, Karo, 2
72575, Pik, Bube
72576, Kreuz, 5
72577, Karo, 10
72578, Pik, 5
72579, Pik, 6
72580, Karo, 8
72581, Herz, 2
72582, Herz, 2
72583, Pik, Bube
72584, Kreuz, 3
72585, Herz, As
72586, Karo, 6
72587, Kreuz, 4
72588, Herz, 9
72589, Pik, 3
72590, Karo, As
72591, Pik, 3
72592, Pik, As
72593, Kreuz, 9
72594, Karo, 7
72595, Karo, 8
72596, Pik, 10
72597, Pik, 5
72598, Pik, 8
72599, Kreuz, 2
72600, Herz, Dame
72601, Pik, Dame
72602, Herz, 10
72603, Kreuz, 7
72604, Kreuz, 8
72605, Kreuz, Bube
72606, Pik, 10
72607, Kreuz, Dame
72608, Karo, Dame
72609, Kreuz, 3
72610, Karo, König
72611, Karo, 3
72612, Karo, 8
72613, Karo, König
72614, Karo, 3
72615, Kreuz, 2
72616, Karo, As
72617, Kreuz, Dame
72618, Herz, Dame
72619, Pik, 5
72620, Kreuz, 5
72621, Karo, 8
72622, Karo, As
72623, Herz, Dame
72624, Kreuz, 2
72625, Pik, 9
72626, Herz, 3
72627, Pik, 8
72628, Pik, As
72629, Pik, 4
72630, Kreuz, 2
72631, Pik, 9
72632, Herz, 2
72633, Herz, 9
72634, Kreuz, 6
72635, Kreuz, König
72636, Kreuz, 3
72637, Herz, 2
72638, Herz, 2
72639, Karo, 4
72640, Pik, König
72641, Herz, 9
72642, Kreuz, 4
72643, Kreuz, König
72644, Kreuz, 5
72645, Pik, 5
72646, Karo, 8
72647, Pik, 4
72648, Herz, 10
72649, Pik, 8
72650, Karo, 9
72651, Pik, Bube
72652, Kreuz, 3
72653, Pik, Dame
72654, Kreuz, 8
72655, Herz, 5
72656, Herz, 8
72657, Herz, König
72658, Kreuz, Dame
72659, Pik, König
72660, Pik, 8
72661, Herz, König
72662, Herz, 6
72663, Herz, 3
72664, Karo, 3
72665, Pik, König
72666, Herz, As
72667, Herz, 10
72668, Karo, 4
72669, Kreuz, Dame
72670, Karo, Dame
72671, Kreuz, Bube
72672, Pik, 3
72673, Pik, 8
72674, Herz, 4
72675, Pik, Dame
72676, Pik, König
72677, Kreuz, 4
72678, Karo, 5
72679, Pik, 6
72680, Kreuz, 3
72681, Herz, König
72682, Herz, 2
72683, Herz, 2
72684, Kreuz, 5
72685, Kreuz, König
72686, Pik, König
72687, Herz, 2
72688, Karo, Dame
72689, Kreuz, König
72690, Pik, König
72691, Herz, Bube
72692, Kreuz, Dame
72693, Karo, 4
72694, Karo, 2
72695, Herz, 9
72696, Kreuz, 5
72697, Herz, 4
72698, Herz, 7
72699, Herz, 8
72700, Karo, König
72701, Herz, König
72702, Karo, 3
72703, Karo, 6
72704, Karo, 5
72705, Herz, 2
72706, Herz, 4
72707, Herz, 2
72708, Pik, Dame
72709, Karo, As
72710, Karo, Dame
72711, Kreuz, Dame
72712, Herz, 2
72713, Herz, König
72714, Herz, 3
72715, Kreuz, Bube
72716, Pik, 10
72717, Karo, 3
72718, Kreuz, 6
72719, Herz, 5
72720, Karo, 7
72721, Herz, 10
72722, Pik, 4
72723, Karo, 8
72724, Pik, 4
72725, Kreuz, 6
72726, Karo, 5
72727, Herz, 8
72728, Karo, As
72729, Karo, 2
72730, Herz, 3
72731, Pik, 7
72732, Kreuz, 9
72733, Pik, 5
72734, Kreuz, 5
72735, Herz, 3
72736, Kreuz, 6
72737, Karo, As
72738, Kreuz, 2
72739, Herz, Bube
72740, Kreuz, 4
72741, Pik, As
72742, Pik, 2
72743, Kreuz, 2
72744, Kreuz, 4
72745, Pik, 7
72746, Karo, 5
72747, Karo, 9
72748, Kreuz, König
72749, Kreuz, 10
72750, Karo, 3
72751, Karo, 6
72752, Herz, 6
72753, Pik, 8
72754, Kreuz, 4
72755, Karo, 2
72756, Pik, 5
72757, Pik, 5
72758, Pik, 9
72759, Herz, König
72760, Karo, Bube
72761, Pik, 9
72762, Pik, 4
72763, Pik, 8
72764, Pik, 2
72765, Herz, 2
72766, Herz, 8
72767, Kreuz, 6
72768, Pik, As
72769, Karo, 3
72770, Kreuz, 6
72771, Karo, 8
72772, Pik, König
72773, Herz, 4
72774, Herz, 5
72775, Herz, 3
72776, Kreuz, Bube
72777, Herz, As
72778, Kreuz, Bube
72779, Herz, Dame
72780, Karo, Dame
72781, Kreuz, 7
72782, Herz, 9
72783, Karo, 8
72784, Pik, König
72785, Kreuz, 9
72786, Pik, 3
72787, Herz, König
72788, Kreuz, As
72789, Herz, 9
72790, Herz, 5
72791, Herz, Dame
72792, Pik, 8
72793, Kreuz, 7
72794, Karo, 7
72795, Herz, As
72796, Pik, Dame
72797, Karo, 4
72798, Kreuz, 6
72799, Karo, König
72800, Karo, 6
72801, Herz, 3
72802, Herz, 8
72803, Kreuz, As
72804, Karo, 7
72805, Kreuz, 3
72806, Herz, 10
72807, Herz, 10
72808, Herz, 3
72809, Kreuz, 2
72810, Pik, 8
72811, Herz, 3
72812, Karo, 6
72813, Karo, 9
72814, Herz, 5
72815, Kreuz, 7
72816, Pik, 7
72817, Herz, König
72818, Pik, 3
72819, Herz, 4
72820, Kreuz, 8
72821, Kreuz, Dame
72822, Kreuz, 8
72823, Karo, Bube
72824, Karo, 10
72825, Kreuz, 3
72826, Kreuz, Dame
72827, Pik, 8
72828, Herz, 3
72829, Pik, 6
72830, Kreuz, 8
72831, Herz, 3
72832, Kreuz, 5
72833, Pik, König
72834, Pik, 2
72835, Herz, Bube
72836, Pik, Dame
72837, Pik, 2
72838, Karo, 7
72839, Pik, 3
72840, Pik, 8
72841, Herz, 4
72842, Herz, König
72843, Karo, As
72844, Herz, Bube
72845, Herz, 3
72846, Pik, 7
72847, Herz, 4
72848, Kreuz, Dame
72849, Kreuz, 8
72850, Karo, 8
72851, Herz, As
72852, Karo, As
72853, Karo, 10
72854, Kreuz, 6
72855, Pik, König
72856, Kreuz, 6
72857, Herz, As
72858, Pik, 4
72859, Herz, 5
72860, Pik, 2
72861, Pik, 8
72862, Pik, 7
72863, Pik, 4
72864, Herz, König
72865, Karo, 9
72866, Kreuz, 7
72867, Kreuz, Dame
72868, Pik, As
72869, Karo, 4
72870, Kreuz, 9
72871, Karo, Bube
72872, Herz, 10
72873, Kreuz, 6
72874, Kreuz, 4
72875, Kreuz, Dame
72876, Pik, Dame
72877, Pik, 10
72878, Pik, 9
72879, Pik, 8
72880, Pik, 5
72881, Pik, 6
72882, Karo, Bube
72883, Karo, 7
72884, Kreuz, 2
72885, Karo, As
72886, Herz, 2
72887, Herz, 4
72888, Karo, 5
72889, Karo, 7
72890, Pik, As
72891, Herz, 4
72892, Pik, Dame
72893, Kreuz, 4
72894, Kreuz, 4
72895, Karo, 3
72896, Herz, 2
72897, Pik, 3
72898, Pik, Dame
72899, Kreuz, 6
72900, Herz, 4
72901, Herz, Dame
72902, Kreuz, 9
72903, Karo, As
72904, Herz, 6
72905, Kreuz, 9
72906, Karo, 4
72907, Herz, König
72908, Pik, As
72909, Herz, 3
72910, Herz, 5
72911, Pik, 10
72912, Karo, Dame
72913, Pik, 2
72914, Herz, Bube
72915, Herz, König
72916, Pik, 10
72917, Herz, 3
72918, Kreuz, 2
72919, Pik, 7
72920, Pik, 7
72921, Karo, 2
72922, Pik, König
72923, Pik, 3
72924, Kreuz, As
72925, Pik, 2
72926, Pik, 10
72927, Pik, 3
72928, Karo, As
72929, Pik, 9
72930, Herz, 7
72931, Herz, 4
72932, Karo, 7
72933, Kreuz, 6
72934, Kreuz, 3
72935, Kreuz, 7
72936, Herz, 5
72937, Kreuz, Dame
72938, Herz, 3
72939, Kreuz, As
72940, Karo, 9
72941, Herz, 3
72942, Kreuz, Dame
72943, Kreuz, 2
72944, Pik, 5
72945, Pik, 6
72946, Kreuz, As
72947, Pik, König
72948, Kreuz, 8
72949, Pik, As
72950, Kreuz, 8
72951, Karo, 8
72952, Kreuz, 10
72953, Karo, 2
72954, Kreuz, 4
72955, Herz, Bube
72956, Karo, 5
72957, Herz, 5
72958, Pik, Bube
72959, Kreuz, 9
72960, Karo, 8
72961, Pik, 6
72962, Kreuz, 7
72963, Herz, König
72964, Herz, 5
72965, Karo, Dame
72966, Kreuz, 9
72967, Pik, 3
72968, Herz, 6
72969, Herz, 6
72970, Kreuz, König
72971, Pik, Dame
72972, Karo, Dame
72973, Pik, As
72974, Herz, Dame
72975, Kreuz, König
72976, Kreuz, 8
72977, Kreuz, 2
72978, Kreuz, Bube
72979, Kreuz, Bube
72980, Herz, 10
72981, Kreuz, König
72982, Kreuz, As
72983, Karo, 6
72984, Herz, 7
72985, Herz, As
72986, Karo, 2
72987, Pik, 4
72988, Pik, 4
72989, Pik, Bube
72990, Kreuz, 7
72991, Karo, 3
72992, Kreuz, Bube
72993, Herz, 6
72994, Kreuz, Bube
72995, Karo, 10
72996, Herz, 3
72997, Karo, 7
72998, Kreuz, König
72999, Kreuz, 10
73000, Herz, 2
73001, Herz, 10
73002, Pik, 6
73003, Karo, As
73004, Kreuz, 2
73005, Herz, 5
73006, Karo, Bube
73007, Herz, König
73008, Karo, 7
73009, Kreuz, 4
73010, Herz, As
73011, Pik, 5
73012, Pik, Bube
73013, Karo, 9
73014, Pik, Dame
73015, Kreuz, Bube
73016, Karo, 2
73017, Kreuz, 2
73018, Herz, 7
73019, Kreuz, 10
73020, Pik, Dame
73021, Herz, As
73022, Pik, 3
73023, Herz, 3
73024, Pik, 10
73025, Pik, As
73026, Karo, 3
73027, Kreuz, Bube
73028, Kreuz, 5
73029, Kreuz, 7
73030, Kreuz, Dame
73031, Herz, 5
73032, Pik, 2
73033, Kreuz, 2
73034, Pik, 4
73035, Herz, 8
73036, Kreuz, König
73037, Pik, 5
73038, Pik, Bube
73039, Karo, König
73040, Karo, 5
73041, Karo, 6
73042, Karo, König
73043, Kreuz, 4
73044, Karo, Bube
73045, Kreuz, 4
73046, Pik, 7
73047, Pik, 6
73048, Kreuz, 3
73049, Kreuz, 7
73050, Karo, 7
73051, Herz, As
73052, Herz, 3
73053, Herz, 8
73054, Herz, 10
73055, Kreuz, 9
73056, Pik, 4
73057, Herz, 9
73058, Kreuz, 7
73059, Karo, Bube
73060, Kreuz, 8
73061, Karo, 10
73062, Pik, 4
73063, Karo, 3
73064, Karo, König
73065, Pik, 5
73066, Karo, 7
73067, Kreuz, 6
73068, Karo, 8
73069, Kreuz, König
73070, Pik, 7
73071, Herz, 7
73072, Herz, Dame
73073, Karo, 10
73074, Karo, Bube
73075, Kreuz, 2
73076, Herz, 9
73077, Karo, 10
73078, Pik, 2
73079, Kreuz, 3
73080, Pik, 7
73081, Herz, 5
73082, Kreuz, 6
73083, Pik, 9
73084, Pik, 3
73085, Herz, As
73086, Karo, 6
73087, Pik, 6
73088, Kreuz, 3
73089, Kreuz, 4
73090, Pik, 2
73091, Kreuz, 6
73092, Herz, 7
73093, Pik, 4
73094, Kreuz, 3
73095, Herz, 7
73096, Herz, As
73097, Pik, 2
73098, Pik, 4
73099, Kreuz, 6
73100, Kreuz, 7
73101, Herz, 3
73102, Herz, 3
73103, Kreuz, 8
73104, Karo, 7
73105, Kreuz, As
73106, Karo, 3
73107, Pik, Bube
73108, Kreuz, Dame
73109, Kreuz, 10
73110, Kreuz, 6
73111, Herz, 7
73112, Karo, 4
73113, Pik, As
73114, Kreuz, Dame
73115, Kreuz, Bube
73116, Kreuz, König
73117, Herz, 4
73118, Karo, 9
73119, Pik, 3
73120, Karo, 10
73121, Herz, 4
73122, Kreuz, 7
73123, Herz, König
73124, Pik, 9
73125, Pik, 2
73126, Pik, König
73127, Pik, 6
73128, Pik, 8
73129, Pik, Dame
73130, Karo, 5
73131, Kreuz, 9
73132, Karo, 5
73133, Kreuz, Dame
73134, Pik, As
73135, Pik, 5
73136, Karo, 2
73137, Karo, 2
73138, Karo, 5
73139, Kreuz, 6
73140, Pik, 5
73141, Herz, König
73142, Herz, 7
73143, Kreuz, König
73144, Pik, As
73145, Kreuz, 3
73146, Pik, 3
73147, Kreuz, 10
73148, Kreuz, 2
73149, Herz, 9
73150, Karo, 6
73151, Herz, 3
73152, Karo, 2
73153, Pik, König
73154, Pik, Dame
73155, Pik, 3
73156, Kreuz, Bube
73157, Herz, Dame
73158, Pik, 3
73159, Pik, Dame
73160, Herz, König
73161, Pik, 10
73162, Pik, König
73163, Herz, 6
73164, Kreuz, 5
73165, Herz, 6
73166, Karo, 3
73167, Pik, 9
73168, Kreuz, König
73169, Karo, 10
73170, Karo, König
73171, Pik, 7
73172, Pik, König
73173, Karo, 4
73174, Karo, König
73175, Herz, 3
73176, Kreuz, 6
73177, Herz, Dame
73178, Pik, 4
73179, Karo, 10
73180, Pik, 7
73181, Herz, Bube
73182, Herz, As
73183, Pik, 9
73184, Pik, 6
73185, Kreuz, 7
73186, Pik, 4
73187, Karo, Bube
73188, Karo, Bube
73189, Karo, 4
73190, Pik, 7
73191, Pik, 10
73192, Karo, 2
73193, Kreuz, 8
73194, Herz, 3
73195, Pik, 6
73196, Pik, Dame
73197, Kreuz, 5
73198, Karo, As
73199, Herz, 9
73200, Karo, 2
73201, Pik, 3
73202, Pik, 10
73203, Kreuz, 2
73204, Herz, König
73205, Herz, Bube
73206, Karo, König
73207, Pik, 4
73208, Karo, 9
73209, Pik, König
73210, Herz, Bube
73211, Kreuz, 5
73212, Pik, Bube
73213, Karo, 6
73214, Kreuz, König
73215, Pik, 6
73216, Herz, 4
73217, Kreuz, As
73218, Pik, 6
73219, Pik, 5
73220, Herz, 3
73221, Herz, As
73222, Karo, König
73223, Kreuz, König
73224, Pik, 2
73225, Herz, As
73226, Pik, As
73227, Karo, As
73228, Herz, 10
73229, Kreuz, 10
73230, Karo, 3
73231, Pik, 10
73232, Herz, Dame
73233, Karo, 9
73234, Karo, 3
73235, Pik, 5
73236, Karo, 3
73237, Pik, 3
73238, Herz, 9
73239, Karo, 9
73240, Pik, 3
73241, Kreuz, Bube
73242, Karo, 9
73243, Pik, 9
73244, Karo, 7
73245, Pik, Dame
73246, Karo, 2
73247, Pik, Bube
73248, Karo, König
73249, Karo, Dame
73250, Kreuz, 2
73251, Karo, 8
73252, Pik, Bube
73253, Karo, 6
73254, Kreuz, 9
73255, Pik, As
73256, Pik, 10
73257, Kreuz, 4
73258, Herz, 9
73259, Karo, 6
73260, Kreuz, 9
73261, Herz, 8
73262, Karo, Bube
73263, Kreuz, Bube
73264, Kreuz, König
73265, Pik, 5
73266, Pik, König
73267, Karo, Bube
73268, Herz, 2
73269, Herz, 9
73270, Herz, 4
73271, Kreuz, 7
73272, Herz, 6
73273, Kreuz, 3
73274, Pik, 10
73275, Herz, 4
73276, Kreuz, Dame
73277, Kreuz, 10
73278, Herz, Dame
73279, Karo, 4
73280, Herz, Dame
73281, Pik, Dame
73282, Karo, 8
73283, Pik, 4
73284, Karo, 7
73285, Kreuz, 9
73286, Herz, König
73287, Kreuz, 8
73288, Kreuz, 8
73289, Herz, 6
73290, Kreuz, 4
73291, Herz, 6
73292, Karo, 6
73293, Karo, 7
73294, Herz, 9
73295, Pik, 4
73296, Kreuz, Bube
73297, Kreuz, 10
73298, Karo, 3
73299, Kreuz, 8
73300, Karo, As
73301, Herz, 3
73302, Kreuz, 2
73303, Kreuz, 7
73304, Pik, 5
73305, Kreuz, 6
73306, Kreuz, 5
73307, Herz, 7
73308, Pik, 6
73309, Karo, 6
73310, Herz, 6
73311, Pik, 10
73312, Pik, 9
73313, Karo, 3
73314, Karo, 3
73315, Pik, Bube
73316, Kreuz, Bube
73317, Herz, 3
73318, Karo, 4
73319, Kreuz, 2
73320, Pik, 2
73321, Karo, 2
73322, Karo, 10
73323, Karo, 5
73324, Herz, As
73325, Herz, 3
73326, Kreuz, 4
73327, Kreuz, 9
73328, Kreuz, 5
73329, Karo, 8
73330, Kreuz, 2
73331, Herz, 9
73332, Kreuz, 3
73333, Herz, 10
73334, Herz, Dame
73335, Pik, 10
73336, Pik, 4
73337, Herz, 8
73338, Pik, 2
73339, Pik, 8
73340, Kreuz, König
73341, Karo, 3
73342, Pik, Bube
73343, Kreuz, 10
73344, Kreuz, König
73345, Karo, König
73346, Pik, Dame
73347, Kreuz, König
73348, Kreuz, 8
73349, Kreuz, 10
73350, Pik, 7
73351, Karo, 9
73352, Karo, Dame
73353, Herz, 8
73354, Karo, 4
73355, Kreuz, 4
73356, Karo, 10
73357, Herz, 9
73358, Pik, 4
73359, Pik, Dame
73360, Karo, 7
73361, Kreuz, 2
73362, Pik, Dame
73363, Pik, 9
73364, Karo, König
73365, Pik, 5
73366, Kreuz, 10
73367, Pik, Bube
73368, Karo, 3
73369, Karo, Bube
73370, Herz, 7
73371, Kreuz, Bube
73372, Kreuz, 8
73373, Pik, 4
73374, Pik, 2
73375, Pik, 9
73376, Karo, 3
73377, Karo, 9
73378, Kreuz, 3
73379, Karo, 7
73380, Karo, 6
73381, Karo, 2
73382, Karo, As
73383, Kreuz, 7
73384, Kreuz, 9
73385, Kreuz, Dame
73386, Pik, Bube
73387, Kreuz, As
73388, Herz, 8
73389, Pik, As
73390, Herz, 4
73391, Pik, 6
73392, Kreuz, 2
73393, Herz, 4
73394, Kreuz, 3
73395, Herz, 9
73396, Kreuz, 2
73397, Herz, 2
73398, Karo, 6
73399, Kreuz, 4
73400, Herz, As
73401, Karo, 2
73402, Kreuz, 9
73403, Karo, 9
73404, Herz, As
73405, Karo, Dame
73406, Pik, 7
73407, Karo, 7
73408, Herz, As
73409, Karo, 5
73410, Herz, 10
73411, Karo, Bube
73412, Karo, König
73413, Pik, 3
73414, Pik, 3
73415, Herz, 8
73416, Karo, 10
73417, Herz, Dame
73418, Kreuz, 5
73419, Karo, 10
73420, Karo, 10
73421, Pik, 2
73422, Pik, 2
73423, Herz, 9
73424, Herz, 4
73425, Herz, Bube
73426, Herz, 9
73427, Pik, 5
73428, Karo, 9
73429, Pik, Dame
73430, Karo, 9
73431, Kreuz, 5
73432, Herz, 8
73433, Pik, Dame
73434, Kreuz, 9
73435, Karo, König
73436, Karo, König
73437, Karo, As
73438, Karo, 8
73439, Pik, Bube
73440, Kreuz, 3
73441, Herz, 9
73442, Pik, 10
73443, Pik, 5
73444, Karo, 9
73445, Kreuz, 3
73446, Karo, König
73447, Herz, 7
73448, Herz, 9
73449, Karo, 6
73450, Pik, 10
73451, Herz, 6
73452, Herz, 10
73453, Kreuz, 3
73454, Pik, 2
73455, Kreuz, 10
73456, Karo, 7
73457, Karo, 7
73458, Kreuz, 2
73459, Herz, 6
73460, Karo, 6
73461, Kreuz, 10
73462, Kreuz, Bube
73463, Karo, 5
73464, Pik, 9
73465, Karo, Bube
73466, Pik, Bube
73467, Pik, 3
73468, Karo, 8
73469, Pik, 8
73470, Herz, 6
73471, Herz, Bube
73472, Pik, 3
73473, Kreuz, König
73474, Kreuz, König
73475, Herz, 10
73476, Karo, 3
73477, Herz, 6
73478, Herz, 7
73479, Karo, Dame
73480, Kreuz, As
73481, Kreuz, Bube
73482, Pik, König
73483, Kreuz, 10
73484, Karo, 9
73485, Herz, 6
73486, Karo, 2
73487, Pik, Dame
73488, Karo, 8
73489, Pik, 2
73490, Herz, 7
73491, Karo, 7
73492, Pik, Dame
73493, Kreuz, 9
73494, Herz, 10
73495, Herz, 2
73496, Kreuz, 9
73497, Herz, 2
73498, Karo, 6
73499, Kreuz, 5
73500, Karo, 5
73501, Herz, 8
73502, Herz, 10
73503, Kreuz, 8
73504, Karo, 7
73505, Herz, Bube
73506, Kreuz, 2
73507, Pik, 2
73508, Karo, Bube
73509, Karo, König
73510, Pik, König
73511, Pik, 3
73512, Herz, König
73513, Pik, 7
73514, Pik, 6
73515, Herz, 7
73516, Pik, As
73517, Pik, Dame
73518, Karo, Bube
73519, Herz, 8
73520, Kreuz, 2
73521, Karo, Bube
73522, Karo, As
73523, Herz, 5
73524, Pik, 7
73525, Pik, 5
73526, Pik, 4
73527, Herz, 5
73528, Pik, As
73529, Kreuz, Bube
73530, Pik, 6
73531, Herz, 3
73532, Pik, König
73533, Karo, 5
73534, Kreuz, 2
73535, Herz, 6
73536, Pik, 2
73537, Pik, 8
73538, Pik, 9
