0, Kreuz, 3
53910, Karo, As
53911, Karo, 3
53912, Herz, 8
53913, Karo, 9
53914, Kreuz, 4
53915, Kreuz, König
53916, Pik, 8
53917, Pik, 3
53918, Kreuz, 10
53919, Pik, As
53920, Karo, 3
53921, Herz, As
53922, Karo, 7
53923, Karo, Bube
53924, Herz, König
53925, Herz, 3
53926, Herz, 5
53927, Pik, Bube
53928, Kreuz, 6
53929, Kreuz, Bube
53930, Karo, Bube
53931, Kreuz, 8
53932, Karo, 6
53933, Kreuz, As
53934, Kreuz, 5
53935, Karo, 3
53936, Herz, As
53937, Karo, As
53938, Kreuz, 5
53939, Karo, 9
53940, Karo, König
53941, Pik, 2
53942, Karo, 9
53943, Karo, König
53944, Herz, 2
53945, Pik, 10
53946, Herz, 2
53947, Herz, 7
53948, Karo, 3
53949, Pik, 4
53950, Kreuz, 9
53951, Kreuz, 5
53952, Kreuz, As
53953, Pik, 3
53954, Pik, 6
53955, Karo, 6
53956, Herz, 7
53957, Pik, König
53958, Kreuz, 3
53959, Karo, Bube
53960, Pik, 3
53961, Herz, 5
53962, Kreuz, 8
53963, Pik, 10
53964, Herz, 10
53965, Herz, König
53966, Herz, 5
53967, Karo, As
53968, Kreuz, 2
53969, Pik, 5
53970, Karo, As
53971, Kreuz, 2
53972, Herz, 5
53973, Herz, 8
53974, Karo, 6
53975, Herz, 3
53976, Karo, König
53977, Kreuz, 9
53978, Kreuz, 9
53979, Herz, 7
53980, Karo, 9
53981, Kreuz, As
53982, Pik, 10
53983, Pik, 7
53984, Herz, König
53985, Kreuz, 10
53986, Herz, As
53987, Herz, König
53988, Herz, 6
53989, Karo, Dame
53990, Pik, 4
53991, Pik, 7
53992, Kreuz, König
53993, Pik, König
53994, Karo, 9
53995, Herz, Bube
53996, Kreuz, 6
53997, Karo, 9
53998, Karo, Dame
53999, Herz, 8
54000, Herz, As
54001, Herz, Bube
54002, Karo, 5
54003, Pik, Bube
54004, Kreuz, Dame
54005, Karo, 8
54006, Herz, 9
54007, Kreuz, 2
54008, Karo, As
54009, Karo, 7
54010, Herz, 4
54011, Kreuz, 4
54012, Karo, 9
54013, Kreuz, 8
54014, Pik, 9
54015, Herz, 3
54016, Pik, 8
54017, Herz, König
54018, Herz, 2
54019, Karo, 10
54020, Kreuz, 3
54021, Herz, 5
54022, Herz, 5
54023, Karo, 6
54024, Herz, 6
54025, Pik, 3
54026, Herz, 4
54027, Pik, Dame
54028, Pik, 2
54029, Kreuz, 8
54030, Herz, 2
54031, Pik, 2
54032, Karo, König
54033, Herz, 9
54034, Karo, Bube
54035, Herz, Bube
54036, Kreuz, Dame
54037, Herz, 3
54038, Pik, 9
54039, Herz, Dame
54040, Karo, Dame
54041, Kreuz, Dame
54042, Herz, König
54043, Herz, 2
54044, Kreuz, 6
54045, Pik, As
54046, Pik, Dame
54047, Herz, 8
54048, Kreuz, 3
54049, Kreuz, 4
54050, Pik, 9
54051, Pik, 8
54052, Pik, As
54053, Herz, 4
54054, Pik, König
54055, Karo, 8
54056, Pik, 10
54057, Karo, 6
54058, Kreuz, 4
54059, Herz, Bube
54060, Kreuz, 9
54061, Karo, 6
54062, Karo, 7
54063, Karo, 5
54064, Karo, 7
54065, Pik, 2
54066, Karo, Bube
54067, Herz, 9
54068, Herz, 6
54069, Kreuz, 8
54070, Karo, 9
54071, Kreuz, 3
54072, Karo, Dame
54073, Pik, 10
54074, Kreuz, Dame
54075, Herz, 3
54076, Kreuz, 2
54077, Karo, 7
54078, Kreuz, As
54079, Kreuz, 10
54080, Herz, 6
54081, Pik, 5
54082, Herz, 3
54083, Herz, 2
54084, Pik, Bube
54085, Herz, 5
54086, Kreuz, 8
54087, Herz, 4
54088, Kreuz, 9
54089, Karo, 8
54090, Pik, König
54091, Pik, 2
54092, Pik, 3
54093, Karo, 2
54094, Kreuz, König
54095, Karo, Bube
54096, Herz, Dame
54097, Karo, 4
54098, Pik, 4
54099, Pik, 3
54100, Herz, 4
54101, Kreuz, As
54102, Karo, 2
54103, Kreuz, König
54104, Karo, König
54105, Herz, As
54106, Pik, 3
54107, Pik, 7
54108, Karo, König
54109, Karo, 10
54110, Kreuz, 10
54111, Herz, 6
54112, Kreuz, 4
54113, Pik, 6
54114, Pik, 9
54115, Herz, Dame
54116, Karo, Dame
54117, Herz, Bube
54118, Herz, 9
54119, Herz, 9
54120, Karo, Dame
54121, Herz, 2
54122, Herz, 9
54123, Karo, As
54124, Kreuz, 9
54125, Pik, 8
54126, Pik, 9
54127, Pik, 2
54128, Kreuz, 6
54129, Kreuz, 8
54130, Pik, 4
54131, Pik, 3
54132, Pik, As
54133, Pik, 8
54134, Kreuz, 9
54135, Pik, König
54136, Karo, 8
54137, Pik, 7
54138, Karo, Dame
54139, Karo, 3
54140, Kreuz, Bube
54141, Pik, 7
54142, Karo, 4
54143, Herz, König
54144, Karo, Dame
54145, Herz, 5
54146, Kreuz, 10
54147, Pik, As
54148, Herz, 6
54149, Pik, As
54150, Herz, 4
54151, Pik, Dame
54152, Herz, 2
54153, Herz, Bube
54154, Pik, 10
54155, Pik, 6
54156, Herz, Dame
54157, Karo, 7
54158, Herz, 9
54159, Pik, 8
54160, Pik, 4
54161, Karo, 4
54162, Karo, 3
54163, Kreuz, 4
54164, Pik, 5
54165, Karo, 3
54166, Pik, 5
54167, Herz, 4
54168, Kreuz, 3
54169, Herz, 5
54170, Kreuz, 3
54171, Kreuz, 5
54172, Karo, 9
54173, Herz, Bube
54174, Herz, 6
54175, Kreuz, 9
54176, Pik, 3
54177, Pik, 4
54178, Herz, 6
54179, Herz, 7
54180, Kreuz, 2
54181, Kreuz, 6
54182, Pik, König
54183, Pik, König
54184, Karo, König
54185, Karo, 8
54186, Herz, 9
54187, Karo, Bube
54188, Karo, 5
54189, Herz, König
54190, Herz, Bube
54191, Herz, 2
54192, Kreuz, 10
54193, Herz, 10
54194, Herz, 9
54195, Herz, 5
54196, Kreuz, 2
54197, Kreuz, Bube
54198, Karo, Bube
54199, Herz, 3
54200, Herz, 6
54201, Herz, 8
54202, Kreuz, 3
54203, Herz, 6
54204, Herz, König
54205, Karo, 4
54206, Karo, 10
54207, Herz, 7
54208, Karo, 9
54209, Karo, 8
54210, Pik, 2
54211, Herz, 4
54212, Karo, Bube
54213, Karo, Dame
54214, Karo, 7
54215, Kreuz, As
54216, Kreuz, 2
54217, Kreuz, 4
54218, Karo, As
54219, Kreuz, Bube
54220, Pik, 4
54221, Pik, 2
54222, Herz, 8
54223, Herz, 10
54224, Karo, König
54225, Herz, 2
54226, Kreuz, 4
54227, Karo, 7
54228, Karo, 10
54229, Pik, 3
54230, Pik, 2
54231, Karo, 7
54232, Karo, Dame
54233, Karo, Dame
54234, Kreuz, 7
54235, Pik, 4
54236, Karo, 7
54237, Pik, 8
54238, Pik, As
54239, Herz, 7
54240, Karo, König
54241, Pik, 2
54242, Herz, 5
54243, Herz, Dame
54244, Kreuz, 8
54245, Pik, 7
54246, Kreuz, 5
54247, Karo, 3
54248, Herz, 2
54249, Karo, 9
54250, Kreuz, 5
54251, Pik, Bube
54252, Herz, Dame
54253, Herz, 6
54254, Karo, As
54255, Kreuz, 3
54256, Herz, 2
54257, Kreuz, 2
54258, Karo, 2
54259, Herz, As
54260, Kreuz, Bube
54261, Kreuz, 7
54262, Karo, 6
54263, Karo, Bube
54264, Karo, 7
54265, Kreuz, 7
54266, Kreuz, 4
54267, Pik, 10
54268, Kreuz, 3
54269, Karo, König
54270, Kreuz, 9
54271, Herz, König
54272, Pik, As
54273, Karo, As
54274, Herz, 7
54275, Karo, Dame
54276, Herz, 3
54277, Pik, 8
54278, Pik, As
54279, Kreuz, 5
54280, Kreuz, 3
54281, Karo, König
54282, Pik, 3
54283, Karo, As
54284, Karo, 3
54285, Herz, 5
54286, Herz, As
54287, Karo, 7
54288, Pik, 7
54289, Pik, 5
54290, Pik, Dame
54291, Karo, 3
54292, Pik, 3
54293, Herz, 9
54294, Karo, 4
54295, Kreuz, Bube
54296, Herz, 6
54297, Herz, As
54298, Pik, 8
54299, Pik, 2
54300, Karo, 7
54301, Karo, König
54302, Pik, 2
54303, Herz, 3
54304, Herz, Dame
54305, Herz, 3
54306, Kreuz, Dame
54307, Karo, 8
54308, Kreuz, 6
54309, Pik, 9
54310, Kreuz, Dame
54311, Pik, Dame
54312, Pik, 9
54313, Kreuz, 5
54314, Pik, 7
54315, Karo, 5
54316, Karo, 9
54317, Karo, 10
54318, Pik, 3
54319, Herz, 6
54320, Herz, 4
54321, Kreuz, 9
54322, Pik, König
54323, Kreuz, 5
54324, Herz, 2
54325, Karo, 2
54326, Pik, Bube
54327, Herz, As
54328, Karo, 3
54329, Pik, Dame
54330, Herz, Bube
54331, Herz, 10
54332, Karo, Dame
54333, Pik, As
54334, Kreuz, 10
54335, Kreuz, Dame
54336, Herz, 10
54337, Kreuz, 5
54338, Pik, 5
54339, Kreuz, 7
54340, Herz, Dame
54341, Herz, Dame
54342, Pik, As
54343, Herz, 7
54344, Kreuz, 2
54345, Karo, 8
54346, Herz, 8
54347, Herz, As
54348, Karo, 9
54349, Herz, 7
54350, Herz, As
54351, Pik, 3
54352, Herz, König
54353, Herz, 9
54354, Kreuz, 3
54355, Karo, 4
54356, Karo, 6
54357, Herz, 2
54358, Kreuz, 10
54359, Karo, Bube
54360, Pik, 10
54361, Karo, 7
54362, Kreuz, 8
54363, Herz, 2
54364, Kreuz, 5
54365, Kreuz, 2
54366, Pik, 4
54367, Herz, 3
54368, Pik, 5
54369, Kreuz, 4
54370, Pik, 7
54371, Kreuz, 4
54372, Herz, 4
54373, Herz, König
54374, Kreuz, König
54375, Pik, 9
54376, Kreuz, 7
54377, Karo, 7
54378, Herz, 6
54379, Karo, 5
54380, Kreuz, 3
54381, Pik, 6
54382, Karo, Bube
54383, Karo, Dame
54384, Pik, 8
54385, Karo, 9
54386, Pik, König
54387, Kreuz, 3
54388, Pik, 8
54389, Karo, 10
54390, Herz, 8
54391, Pik, Dame
54392, Pik, 9
54393, Kreuz, 6
54394, Herz, 8
54395, Karo, 5
54396, Pik, 9
54397, Karo, 2
54398, Pik, 7
54399, Herz, 2
54400, Kreuz, Bube
54401, Pik, 9
54402, Herz, Bube
54403, Herz, 10
54404, Pik, 5
54405, Pik, König
54406, Pik, 7
54407, Herz, 2
54408, Kreuz, 9
54409, Pik, Bube
54410, Pik, 6
54411, Karo, 3
54412, Kreuz, 5
54413, Herz, As
54414, Kreuz, As
54415, Pik, 6
54416, Herz, König
54417, Pik, 2
54418, Herz, As
54419, Pik, As
54420, Herz, 3
54421, Herz, 10
54422, Kreuz, 7
54423, Karo, Dame
54424, Karo, 9
54425, Karo, 8
54426, Kreuz, 3
54427, Kreuz, 6
54428, Karo, 8
54429, Pik, König
54430, Kreuz, 7
54431, Pik, 5
54432, Herz, 3
54433, Kreuz, 6
54434, Pik, 8
54435, Karo, 2
54436, Pik, Bube
54437, Kreuz, 5
54438, Kreuz, König
54439, Kreuz, 7
54440, Herz, 10
54441, Herz, 4
54442, Kreuz, 9
54443, Herz, 9
54444, Karo, 3
54445, Herz, 5
54446, Karo, As
54447, Herz, 4
54448, Pik, 3
54449, Pik, 6
54450, Pik, Dame
54451, Karo, As
54452, Karo, 9
54453, Pik, König
54454, Pik, 3
54455, Karo, 2
54456, Herz, As
54457, Herz, 6
54458, Pik, 9
54459, Karo, 4
54460, Karo, As
54461, Kreuz, 7
54462, Kreuz, 4
54463, Karo, Dame
54464, Karo, Dame
54465, Karo, 2
54466, Kreuz, 5
54467, Karo, As
54468, Herz, Dame
54469, Pik, 8
54470, Karo, Bube
54471, Kreuz, 6
54472, Pik, 8
54473, Kreuz, 2
54474, Kreuz, 2
54475, Kreuz, 4
54476, Herz, As
54477, Kreuz, As
54478, Pik, 7
54479, Karo, 5
54480, Pik, 8
54481, Karo, 4
54482, Pik, König
54483, Herz, As
54484, Pik, 2
54485, Kreuz, Bube
54486, Kreuz, 9
54487, Pik, 3
54488, Herz, 9
54489, Pik, 6
54490, Karo, 2
54491, Pik, 8
54492, Herz, 5
54493, Karo, 2
54494, Herz, 9
54495, Kreuz, As
54496, Pik, König
54497, Herz, 10
54498, Pik, 6
54499, Kreuz, Dame
54500, Pik, 5
54501, Herz, 10
54502, Kreuz, 4
54503, Karo, Dame
54504, Kreuz, 10
54505, Karo, 5
54506, Karo, 4
54507, Kreuz, 7
54508, Pik, 6
54509, Herz, 5
54510, Pik, Bube
54511, Kreuz, Dame
54512, Herz, 2
54513, Karo, Dame
54514, Pik, 10
54515, Pik, 3
54516, Karo, 5
54517, Kreuz, 5
54518, Herz, 3
54519, Kreuz, 10
54520, Karo, 5
54521, Pik, 10
54522, Karo, 4
54523, Pik, 4
54524, Herz, 10
54525, Kreuz, As
54526, Karo, 10
54527, Herz, 5
54528, Kreuz, 10
54529, Herz, König
54530, Herz, Bube
54531, Pik, 3
54532, Karo, 2
54533, Kreuz, 7
54534, Herz, 10
54535, Pik, 4
54536, Karo, Bube
54537, Karo, Bube
54538, Kreuz, Bube
54539, Karo, Dame
54540, Kreuz, 3
54541, Herz, 4
54542, Pik, 3
54543, Herz, König
54544, Pik, 6
54545, Herz, 10
54546, Kreuz, 4
54547, Kreuz, 6
54548, Herz, Bube
54549, Pik, Bube
54550, Karo, 3
54551, Pik, 5
54552, Herz, Bube
54553, Karo, 2
54554, Kreuz, 5
54555, Kreuz, 10
54556, Pik, Bube
54557, Pik, 9
54558, Herz, As
54559, Karo, 7
54560, Karo, 8
54561, Herz, 2
54562, Kreuz, 4
54563, Herz, 2
54564, Herz, 5
54565, Pik, 2
54566, Karo, 3
54567, Kreuz, Dame
54568, Herz, 4
54569, Herz, 3
54570, Kreuz, Dame
54571, Herz, 4
54572, Kreuz, Dame
54573, Pik, As
54574, Kreuz, 7
54575, Kreuz, Dame
54576, Pik, Dame
54577, Pik, 7
54578, Pik, 10
54579, Kreuz, 6
54580, Herz, 6
54581, Herz, 8
54582, Herz, König
54583, Herz, 9
54584, Karo, Bube
54585, Pik, 3
54586, Kreuz, Bube
54587, Karo, 2
54588, Karo, As
54589, Pik, König
54590, Pik, 5
54591, Herz, 7
54592, Pik, 8
54593, Karo, Bube
54594, Kreuz, 7
54595, Kreuz, 9
54596, Karo, 7
54597, Herz, 3
54598, Kreuz, 10
54599, Herz, 4
54600, Herz, 5
54601, Kreuz, 5
54602, Kreuz, 6
54603, Karo, Dame
54604, Kreuz, 4
54605, Kreuz, 2
54606, Pik, 10
54607, Herz, 3
54608, Karo, 7
54609, Kreuz, König
54610, Pik, 9
54611, Pik, 2
54612, Pik, 8
54613, Pik, König
54614, Kreuz, As
54615, Kreuz, 3
54616, Pik, Bube
54617, Karo, 2
54618, Kreuz, Bube
54619, Karo, Dame
54620, Pik, 7
54621, Pik, 8
54622, Herz, 8
54623, Karo, As
54624, Herz, König
54625, Herz, Bube
54626, Karo, As
54627, Herz, 10
54628, Karo, 6
54629, Herz, As
54630, Kreuz, 5
54631, Kreuz, 10
54632, Pik, 5
54633, Herz, As
54634, Pik, 4
54635, Pik, 3
54636, Karo, 5
54637, Pik, 9
54638, Pik, 3
54639, Herz, 8
54640, Pik, Bube
54641, Herz, Bube
54642, Pik, König
54643, Herz, 10
54644, Pik, 2
54645, Pik, Bube
54646, Karo, As
54647, Herz, 10
54648, Pik, König
54649, Kreuz, 10
54650, Pik, 10
54651, Karo, 5
54652, Pik, 9
54653, Herz, 2
54654, Pik, 2
54655, Kreuz, 6
54656, Herz, Bube
54657, Herz, König
54658, Karo, König
54659, Kreuz, 4
54660, Kreuz, 9
54661, Pik, Bube
54662, Kreuz, 8
54663, Karo, König
54664, Herz, König
54665, Pik, 5
54666, Kreuz, Dame
54667, Karo, Dame
54668, Karo, 4
54669, Karo, 6
54670, Kreuz, 2
54671, Karo, 3
54672, Kreuz, 5
54673, Kreuz, Bube
54674, Kreuz, 8
54675, Pik, As
54676, Karo, Bube
54677, Pik, Bube
54678, Kreuz, 2
54679, Kreuz, 3
54680, Kreuz, As
54681, Pik, 2
54682, Pik, Dame
54683, Herz, 2
54684, Pik, Bube
54685, Karo, Dame
54686, Karo, Dame
54687, Herz, 4
54688, Kreuz, As
54689, Pik, 6
54690, Karo, Bube
54691, Herz, 9
54692, Herz, 8
54693, Herz, 8
54694, Pik, 8
54695, Karo, 9
54696, Kreuz, As
54697, Pik, 6
54698, Karo, 7
54699, Karo, 2
54700, Pik, König
54701, Karo, 9
54702, Pik, 7
54703, Herz, 7
54704, Herz, Dame
54705, Kreuz, 3
54706, Pik, König
54707, Herz, 10
54708, Karo, 5
54709, Kreuz, 8
54710, Karo, Bube
54711, Pik, 3
54712, Herz, 10
54713, Karo, 8
54714, Kreuz, 7
54715, Herz, Dame
54716, Karo, 8
54717, Herz, 3
54718, Karo, 7
54719, Herz, 10
54720, Herz, 4
54721, Karo, 4
54722, Kreuz, 3
54723, Pik, As
54724, Kreuz, Bube
54725, Herz, 10
54726, Herz, 7
54727, Herz, 7
54728, Pik, 7
54729, Herz, 2
54730, Pik, König
54731, Pik, 7
54732, Karo, 4
54733, Karo, 3
54734, Pik, Dame
54735, Herz, 9
54736, Kreuz, 8
54737, Pik, 5
54738, Pik, As
54739, Kreuz, 4
54740, Karo, 8
54741, Pik, 3
54742, Herz, 3
54743, Kreuz, 9
54744, Kreuz, 4
54745, Kreuz, König
54746, Kreuz, 5
54747, Herz, 7
54748, Karo, 8
54749, Kreuz, Dame
54750, Karo, Bube
54751, Herz, 2
54752, Herz, 9
54753, Kreuz, 4
54754, Herz, 3
54755, Herz, 7
54756, Karo, Dame
54757, Pik, Bube
54758, Karo, 5
54759, Herz, 6
54760, Pik, 10
54761, Pik, 2
54762, Herz, 3
54763, Kreuz, 2
54764, Kreuz, 7
54765, Kreuz, 4
54766, Kreuz, 6
54767, Karo, Bube
54768, Karo, 8
54769, Kreuz, 9
54770, Pik, Dame
54771, Karo, Dame
54772, Pik, 6
54773, Herz, 4
54774, Kreuz, 6
54775, Herz, 6
54776, Pik, 5
54777, Herz, 7
54778, Kreuz, 10
54779, Pik, 6
54780, Karo, 5
54781, Pik, 5
54782, Kreuz, 7
54783, Karo, 7
54784, Karo, Dame
54785, Pik, Bube
54786, Pik, 5
54787, Karo, König
54788, Karo, 7
54789, Pik, 3
54790, Karo, As
54791, Karo, 3
54792, Kreuz, 9
54793, Pik, 6
54794, Kreuz, As
54795, Karo, 7
54796, Pik, 10
54797, Pik, As
54798, Herz, 2
54799, Pik, 9
54800, Pik, 8
54801, Pik, 10
54802, Herz, 8
54803, Herz, 7
54804, Pik, Bube
54805, Pik, Bube
54806, Herz, As
54807, Karo, Dame
54808, Karo, As
54809, Herz, Dame
54810, Herz, 9
54811, Herz, König
54812, Herz, 7
54813, Pik, 2
54814, Kreuz, As
54815, Karo, 6
54816, Karo, Bube
54817, Kreuz, 6
54818, Pik, 9
54819, Herz, 8
54820, Herz, 6
54821, Herz, 8
54822, Pik, 6
54823, Kreuz, 3
54824, Kreuz, Dame
54825, Kreuz, 9
54826, Pik, König
54827, Pik, 7
54828, Herz, As
54829, Kreuz, 8
54830, Pik, 8
54831, Karo, 6
54832, Kreuz, 3
54833, Herz, 8
54834, Kreuz, 3
54835, Herz, 9
54836, Herz, 7
54837, Karo, 5
54838, Herz, As
54839, Pik, Dame
54840, Pik, 4
54841, Karo, 3
54842, Herz, Dame
54843, Herz, 2
54844, Karo, 9
54845, Pik, 8
54846, Kreuz, 10
54847, Karo, 8
54848, Herz, Dame
54849, Herz, Bube
54850, Pik, Dame
54851, Karo, 6
54852, Karo, Dame
54853, Kreuz, 4
54854, Kreuz, 3
54855, Herz, 4
54856, Pik, 3
54857, Kreuz, 4
54858, Karo, 5
54859, Karo, Dame
54860, Kreuz, 2
54861, Kreuz, 4
54862, Herz, 6
54863, Kreuz, 5
54864, Kreuz, 10
54865, Kreuz, 8
54866, Pik, As
54867, Pik, Dame
54868, Pik, König
54869, Herz, König
54870, Herz, As
54871, Kreuz, 8
54872, Herz, 3
54873, Pik, 8
54874, Kreuz, Dame
54875, Pik, Bube
54876, Karo, 8
54877, Herz, 5
54878, Karo, 7
54879, Karo, Bube
54880, Karo, 3
54881, Pik, 4
54882, Pik, 6
54883, Kreuz, 4
54884, Herz, Bube
54885, Herz, 7
54886, Kreuz, König
54887, Herz, 2
54888, Kreuz, 3
54889, Kreuz, 2
54890, Karo, Bube
54891, Pik, König
54892, Kreuz, 3
54893, Pik, As
54894, Kreuz, König
54895, Herz, 3
54896, Karo, 3
54897, Kreuz, 2
54898, Herz, 4
54899, Pik, Dame
54900, Karo, Bube
54901, Herz, 7
54902, Pik, 8
54903, Karo, 5
54904, Pik, 4
54905, Kreuz, König
54906, Karo, 9
54907, Karo, König
54908, Herz, 7
54909, Karo, Dame
54910, Pik, As
54911, Kreuz, As
54912, Herz, 6
54913, Pik, As
54914, Herz, 8
54915, Herz, 7
54916, Pik, 3
54917, Pik, 3
54918, Kreuz, 2
54919, Herz, Bube
54920, Pik, 6
54921, Kreuz, 7
54922, Karo, Bube
54923, Karo, 8
54924, Pik, 4
54925, Kreuz, 5
54926, Karo, Bube
54927, Karo, Dame
54928, Herz, 10
54929, Kreuz, As
54930, Karo, König
54931, Pik, 8
54932, Pik, 9
54933, Kreuz, 3
54934, Karo, 8
54935, Kreuz, Dame
54936, Kreuz, 2
54937, Kreuz, König
54938, Herz, 5
54939, Herz, 5
54940, Pik, 6
54941, Pik, 9
54942, Kreuz, 7
54943, Karo, As
54944, Pik, 9
54945, Pik, 3
54946, Kreuz, 5
54947, Kreuz, Dame
54948, Herz, 5
54949, Pik, 4
54950, Pik, 4
54951, Kreuz, 6
54952, Kreuz, 4
54953, Kreuz, König
54954, Pik, Dame
54955, Karo, As
54956, Pik, König
54957, Kreuz, As
54958, Herz, As
54959, Pik, 2
54960, Karo, König
54961, Herz, 7
54962, Pik, 6
54963, Karo, Dame
54964, Kreuz, 6
54965, Pik, 8
54966, Karo, 10
54967, Kreuz, 5
54968, Karo, 2
54969, Herz, Bube
54970, Herz, 6
54971, Herz, Dame
54972, Pik, 4
54973, Herz, Bube
54974, Karo, Bube
54975, Kreuz, König
54976, Karo, 4
54977, Karo, 10
54978, Pik, 4
54979, Herz, Dame
54980, Herz, 2
54981, Karo, 9
54982, Karo, 6
54983, Karo, 2
54984, Karo, 10
54985, Pik, 10
54986, Herz, 3
54987, Karo, Dame
54988, Herz, Dame
54989, Kreuz, 10
54990, Kreuz, 8
54991, Kreuz, Bube
54992, Kreuz, 10
54993, Pik, 5
54994, Herz, 4
54995, Pik, Dame
54996, Pik, 9
54997, Kreuz, 4
54998, Karo, Bube
54999, Pik, 7
55000, Herz, 9
55001, Herz, 7
55002, Pik, Bube
55003, Herz, 2
55004, Herz, 2
55005, Karo, Bube
55006, Kreuz, Dame
55007, Karo, 5
55008, Karo, 9
55009, Karo, 7
55010, Pik, 2
55011, Herz, 6
55012, Kreuz, 8
55013, Pik, 8
55014, Kreuz, As
55015, Pik, 6
55016, Karo, Dame
55017, Herz, 6
55018, Kreuz, 7
55019, Kreuz, 3
55020, Herz, 10
55021, Karo, König
55022, Karo, 9
55023, Kreuz, 10
55024, Pik, 2
55025, Herz, 3
55026, Pik, Bube
55027, Kreuz, 7
55028, Herz, 6
55029, Herz, 7
55030, Kreuz, Dame
55031, Karo, 2
55032, Karo, 2
55033, Kreuz, 10
55034, Kreuz, 8
55035, Herz, 3
55036, Karo, 7
55037, Karo, König
55038, Kreuz, 10
55039, Pik, 2
55040, Karo, 10
55041, Kreuz, 4
55042, Herz, Dame
55043, Herz, 5
55044, Pik, 7
55045, Kreuz, Dame
55046, Herz, 10
55047, Karo, 10
55048, Pik, 2
55049, Pik, Bube
55050, Pik, 8
55051, Kreuz, 10
55052, Pik, 2
55053, Herz, 6
55054, Pik, 8
55055, Karo, 3
55056, Karo, Dame
55057, Kreuz, 7
55058, Herz, 3
55059, Kreuz, 3
55060, Kreuz, Dame
55061, Pik, 9
55062, Kreuz, 6
55063, Pik, 5
55064, Pik, As
55065, Karo, 7
55066, Karo, 8
55067, Karo, Bube
55068, Kreuz, 5
55069, Herz, 6
55070, Pik, Bube
55071, Kreuz, 6
55072, Herz, 10
55073, Karo, Bube
55074, Pik, Dame
55075, Pik, 5
55076, Karo, König
55077, Karo, Bube
55078, Karo, 2
55079, Pik, König
55080, Pik, Bube
55081, Karo, Bube
55082, Karo, 2
55083, Kreuz, König
55084, Pik, 2
55085, Herz, 9
55086, Karo, Dame
55087, Herz, 2
55088, Kreuz, Bube
55089, Herz, Dame
55090, Kreuz, 7
55091, Kreuz, Bube
55092, Pik, 10
55093, Karo, Bube
55094, Herz, 6
55095, Pik, Dame
55096, Pik, 4
55097, Pik, 10
55098, Herz, 7
55099, Pik, 6
55100, Karo, König
55101, Karo, 2
55102, Kreuz, König
55103, Karo, Bube
55104, Kreuz, 9
55105, Kreuz, Bube
55106, Kreuz, 10
55107, Karo, König
55108, Kreuz, Bube
55109, Kreuz, Bube
55110, Karo, 4
55111, Herz, Dame
55112, Pik, 7
55113, Herz, Bube
55114, Karo, König
55115, Pik, 9
55116, Pik, Bube
55117, Karo, 2
55118, Pik, 10
55119, Herz, 8
55120, Herz, 9
55121, Kreuz, König
55122, Herz, 6
55123, Pik, 10
55124, Kreuz, 7
55125, Herz, 3
55126, Kreuz, 2
55127, Kreuz, 2
55128, Herz, 10
55129, Herz, 4
55130, Kreuz, 3
55131, Pik, Dame
55132, Herz, As
55133, Pik, 3
55134, Karo, Bube
55135, Karo, Bube
55136, Herz, 2
55137, Pik, 2
55138, Kreuz, 7
55139, Kreuz, As
55140, Kreuz, 2
55141, Pik, Dame
55142, Karo, 8
55143, Karo, 10
55144, Karo, Dame
55145, Karo, 6
55146, Karo, 6
55147, Karo, 4
55148, Karo, 3
55149, Karo, 3
55150, Kreuz, 5
55151, Herz, 3
55152, Pik, 9
55153, Karo, 3
55154, Kreuz, 7
55155, Kreuz, 10
55156, Herz, 4
55157, Pik, 3
55158, Herz, As
55159, Karo, 4
55160, Kreuz, 2
55161, Herz, 4
55162, Karo, 3
55163, Kreuz, 2
55164, Herz, 7
55165, Pik, 8
55166, Karo, 10
55167, Herz, 5
55168, Kreuz, 8
55169, Karo, 4
55170, Herz, As
55171, Kreuz, 3
55172, Herz, 4
55173, Kreuz, 9
55174, Pik, König
55175, Herz, 8
55176, Herz, 5
55177, Herz, 4
55178, Pik, Bube
55179, Herz, 3
55180, Pik, 2
55181, Kreuz, 5
55182, Pik, 9
55183, Karo, Dame
55184, Herz, 9
55185, Pik, 9
55186, Pik, Dame
55187, Pik, 4
55188, Kreuz, 8
55189, Kreuz, 2
55190, Kreuz, König
55191, Kreuz, 3
55192, Herz, Dame
55193, Karo, 4
55194, Pik, 8
55195, Kreuz, 5
55196, Pik, 10
55197, Pik, 3
55198, Karo, 9
55199, Herz, As
55200, Pik, Bube
55201, Karo, 4
55202, Pik, 5
55203, Karo, Dame
55204, Herz, 6
55205, Kreuz, 9
55206, Karo, 10
55207, Karo, 3
55208, Kreuz, 9
55209, Karo, As
55210, Herz, Dame
55211, Herz, 8
55212, Herz, As
55213, Karo, 9
55214, Kreuz, 10
55215, Kreuz, As
55216, Karo, 9
55217, Kreuz, 4
55218, Kreuz, 9
55219, Kreuz, 10
55220, Pik, 8
55221, Herz, 10
55222, Kreuz, 5
55223, Pik, 4
55224, Kreuz, Dame
55225, Karo, 4
55226, Karo, 10
55227, Pik, 4
55228, Kreuz, 3
55229, Karo, 4
55230, Karo, König
55231, Kreuz, As
55232, Herz, 5
55233, Pik, 9
55234, Herz, As
55235, Kreuz, 2
55236, Kreuz, 9
55237, Pik, 8
55238, Pik, 5
55239, Herz, Dame
55240, Herz, As
